-1.3089E+04	4.5341E-17	2.0500E-17
-1.2939E+04	7.2926E-17	2.0500E-17
-1.2788E+04	8.6338E-17	2.0500E-17
-1.2637E+04	6.8827E-17	2.0500E-17
-1.2487E+04	9.5033E-17	2.0500E-17
-1.2336E+04	9.1659E-17	2.0500E-17
-1.2186E+04	1.1231E-16	2.0500E-17
-1.2035E+04	1.2855E-16	2.0500E-17
-1.1884E+04	1.3352E-16	2.0500E-17
-1.1734E+04	1.7108E-16	2.0500E-17
-1.1583E+04	1.5980E-16	2.0500E-17
-1.1433E+04	1.6536E-16	2.0500E-17
-1.1282E+04	1.8115E-16	2.0500E-17
-1.1131E+04	1.7636E-16	2.0500E-17
-1.0981E+04	1.6287E-16	2.0500E-17
-1.0830E+04	1.5272E-16	2.0500E-17
-1.0679E+04	1.4390E-16	2.0500E-17
-1.0529E+04	1.8124E-16	2.0500E-17
-1.0378E+04	1.7718E-16	2.0500E-17
-1.0228E+04	1.7653E-16	2.0500E-17
-1.0077E+04	1.8732E-16	2.0500E-17
-9.9264E+03	2.1648E-16	2.0500E-17
-9.7758E+03	2.3506E-16	2.0500E-17
-9.6252E+03	2.3202E-16	2.0500E-17
-9.4745E+03	2.4996E-16	2.0500E-17
-9.3239E+03	2.5895E-16	2.0500E-17
-9.1733E+03	2.8447E-16	2.0500E-17
-9.0227E+03	3.1373E-16	2.0500E-17
-8.8721E+03	3.1511E-16	2.0500E-17
-8.7215E+03	3.3680E-16	2.0500E-17
-8.5709E+03	3.5490E-16	2.0500E-17
-8.4202E+03	2.7837E-16	2.0500E-17
-8.2696E+03	2.4504E-16	2.0500E-17
-8.1190E+03	2.7482E-16	2.0500E-17
-7.9684E+03	2.6983E-16	2.0500E-17
-7.8178E+03	2.6821E-16	2.0500E-17
-7.6672E+03	2.6478E-16	2.0500E-17
-7.5165E+03	2.8488E-16	2.0500E-17
-7.3659E+03	2.9646E-16	2.0500E-17
-7.2153E+03	3.2590E-16	2.0500E-17
-7.0647E+03	3.0315E-16	2.0500E-17
-6.9141E+03	3.0172E-16	2.0500E-17
-6.7634E+03	3.2739E-16	2.0500E-17
-6.6128E+03	3.1617E-16	2.0500E-17
-6.4622E+03	3.3868E-16	2.0500E-17
-6.3116E+03	3.5782E-16	2.0500E-17
-6.1610E+03	3.7140E-16	2.0500E-17
-6.0104E+03	3.5867E-16	2.0500E-17
-5.8597E+03	3.7163E-16	2.0500E-17
-5.7091E+03	3.5952E-16	2.0500E-17
-5.5585E+03	3.7482E-16	2.0500E-17
-5.4079E+03	3.9801E-16	2.0500E-17
-5.2573E+03	4.0813E-16	2.0500E-17
-5.1066E+03	4.2671E-16	2.0500E-17
-4.9560E+03	4.5084E-16	2.0500E-17
-4.8054E+03	4.5287E-16	2.0500E-17
-4.6548E+03	4.4958E-16	2.0500E-17
-4.5042E+03	4.2942E-16	2.0500E-17
-4.3536E+03	4.4386E-16	2.0500E-17
-4.2029E+03	4.2660E-16	2.0500E-17
-4.0523E+03	4.5641E-16	2.0500E-17
-3.9017E+03	4.6209E-16	2.0500E-17
-3.7511E+03	4.2414E-16	2.0500E-17
-3.6004E+03	4.5025E-16	2.0500E-17
-3.4498E+03	5.0617E-16	2.0500E-17
-3.2992E+03	5.1526E-16	2.0500E-17
-3.1486E+03	4.8423E-16	2.0500E-17
-2.9980E+03	4.6871E-16	2.0500E-17
-2.8474E+03	4.7294E-16	2.0500E-17
-2.6967E+03	5.1738E-16	2.0500E-17
-2.5461E+03	5.4798E-16	2.0500E-17
-2.3955E+03	5.8968E-16	2.0500E-17
-2.2449E+03	6.0447E-16	2.0500E-17
-2.0943E+03	6.5591E-16	2.0500E-17
-1.9436E+03	6.4827E-16	2.0500E-17
-1.7930E+03	6.5972E-16	2.0500E-17
-1.6424E+03	6.8600E-16	2.0500E-17
-1.4918E+03	6.7593E-16	2.0500E-17
-1.3412E+03	7.4934E-16	2.0500E-17
-1.1906E+03	8.1871E-16	2.0500E-17
-1.0400E+03	8.5338E-16	2.0500E-17
-8.8934E+02	8.9574E-16	2.0500E-17
-7.3874E+02	9.9226E-16	2.0500E-17
-5.8811E+02	1.0601E-15	2.0500E-17
-4.3751E+02	1.2854E-15	2.0500E-17
-2.8685E+02	2.0611E-15	2.0500E-17
-1.3625E+02	3.9341E-15	2.0500E-17
1.4331E+01	5.7354E-15	2.0500E-17
1.6497E+02	4.3778E-15	2.0500E-17
3.1557E+02	1.9448E-15	2.0500E-17
4.6617E+02	1.0164E-15	2.0500E-17
6.1684E+02	9.3993E-16	2.0500E-17
7.6744E+02	8.9858E-16	2.0500E-17
9.1804E+02	8.8190E-16	2.0500E-17
1.0687E+03	7.6923E-16	2.0500E-17
1.2193E+03	6.5235E-16	2.0500E-17
1.3699E+03	6.0295E-16	2.0500E-17
1.5205E+03	5.3746E-16	2.0500E-17
1.6711E+03	5.2138E-16	2.0500E-17
1.8217E+03	5.2711E-16	2.0500E-17
1.9724E+03	5.3364E-16	2.0500E-17
2.1230E+03	5.0458E-16	2.0500E-17
2.2736E+03	5.2537E-16	2.0500E-17
2.4242E+03	5.3455E-16	2.0500E-17
2.5749E+03	4.9042E-16	2.0500E-17
2.7255E+03	4.7743E-16	2.0500E-17
2.8761E+03	5.0418E-16	2.0500E-17
3.0267E+03	5.2554E-16	2.0500E-17
3.1773E+03	5.0698E-16	2.0500E-17
3.3280E+03	4.8605E-16	2.0500E-17
3.4786E+03	4.7047E-16	2.0500E-17
3.6292E+03	4.8657E-16	2.0500E-17
3.7798E+03	4.7966E-16	2.0500E-17
3.9304E+03	4.8086E-16	2.0500E-17
4.0810E+03	4.5876E-16	2.0500E-17
4.2317E+03	4.3574E-16	2.0500E-17
4.3823E+03	4.4568E-16	2.0500E-17
4.5329E+03	4.6723E-16	2.0500E-17
4.6835E+03	4.6548E-16	2.0500E-17
4.8341E+03	4.2825E-16	2.0500E-17
4.9847E+03	4.3985E-16	2.0500E-17
5.1353E+03	4.7674E-16	2.0500E-17
5.2860E+03	5.1507E-16	2.0500E-17
5.4366E+03	4.8841E-16	2.0500E-17
5.5872E+03	4.2374E-16	2.0500E-17
5.7379E+03	3.9516E-16	2.0500E-17
5.8885E+03	3.6677E-16	2.0500E-17
6.0391E+03	3.6480E-16	2.0500E-17
6.1897E+03	3.6895E-16	2.0500E-17
6.3403E+03	3.9914E-16	2.0500E-17
6.4909E+03	3.7559E-16	2.0500E-17
6.6415E+03	3.3660E-16	2.0500E-17
6.7922E+03	3.4090E-16	2.0500E-17
6.9428E+03	3.3852E-16	2.0500E-17
7.0934E+03	3.6557E-16	2.0500E-17
7.2440E+03	3.3584E-16	2.0500E-17
7.3946E+03	3.0409E-16	2.0500E-17
7.5453E+03	3.0270E-16	2.0500E-17
7.6959E+03	2.9202E-16	2.0500E-17
7.8465E+03	2.9412E-16	2.0500E-17
7.9971E+03	2.8131E-16	2.0500E-17
8.1477E+03	2.5184E-16	2.0500E-17
8.2983E+03	2.4715E-16	2.0500E-17
8.4489E+03	2.5322E-16	2.0500E-17
8.5995E+03	2.2199E-16	2.0500E-17
8.7502E+03	2.4892E-16	2.0500E-17
8.9008E+03	2.4881E-16	2.0500E-17
9.0514E+03	2.3535E-16	2.0500E-17
9.2020E+03	2.1400E-16	2.0500E-17
9.3526E+03	1.9052E-16	2.0500E-17
9.5032E+03	1.7460E-16	2.0500E-17
9.6539E+03	2.0093E-16	2.0500E-17
9.8045E+03	2.0646E-16	2.0500E-17
9.9551E+03	1.8673E-16	2.0500E-17
1.0106E+04	2.1256E-16	2.0500E-17
1.0256E+04	2.1778E-16	2.0500E-17
1.0407E+04	2.2607E-16	2.0500E-17
1.0558E+04	1.9321E-16	2.0500E-17
1.0708E+04	2.0557E-16	2.0500E-17
1.0859E+04	1.8148E-16	2.0500E-17
1.1009E+04	1.6691E-16	2.0500E-17
1.1160E+04	1.8081E-16	2.0500E-17
1.1311E+04	1.7851E-16	2.0500E-17
1.1461E+04	1.6754E-16	2.0500E-17
1.1612E+04	1.7828E-16	2.0500E-17
1.1763E+04	1.7079E-16	2.0500E-17
1.1913E+04	1.4075E-16	2.0500E-17
1.2064E+04	1.4586E-16	2.0500E-17
1.2214E+04	1.3226E-16	2.0500E-17
1.2365E+04	1.3175E-16	2.0500E-17
1.2516E+04	1.4817E-16	2.0500E-17
1.2666E+04	1.2952E-16	2.0500E-17
1.2817E+04	1.2234E-16	2.0500E-17
1.2967E+04	1.2155E-16	2.0500E-17
1.3118E+04	1.2022E-16	2.0500E-17
1.3269E+04	9.3924E-17	2.0500E-17
1.3419E+04	9.0937E-17	2.0500E-17
1.3570E+04	1.0853E-16	2.0500E-17
1.3721E+04	1.2498E-16	2.0500E-17
1.3871E+04	1.2076E-16	2.0500E-17
1.4022E+04	1.0390E-16	2.0500E-17
1.4172E+04	1.0077E-16	2.0500E-17
1.4323E+04	8.0420E-17	2.0500E-17
1.4474E+04	7.7804E-17	2.0500E-17
1.4624E+04	8.5216E-17	2.0500E-17
1.4775E+04	7.9621E-17	2.0500E-17
1.4925E+04	9.4166E-17	2.0500E-17
1.5076E+04	1.0107E-16	2.0500E-17
1.5227E+04	8.9147E-17	2.0500E-17
1.5377E+04	7.9318E-17	2.0500E-17
1.5528E+04	7.6573E-17	2.0500E-17
1.5679E+04	9.2351E-17	2.0500E-17
1.5829E+04	9.0430E-17	2.0500E-17
1.5980E+04	7.8419E-17	2.0500E-17
1.6130E+04	9.6554E-17	2.0500E-17
1.6281E+04	1.0156E-16	2.0500E-17
1.6432E+04	1.0366E-16	2.0500E-17
1.6582E+04	7.3043E-17	2.0500E-17
1.6733E+04	7.5905E-17	2.0500E-17
1.6884E+04	8.2458E-17	2.0500E-17
1.7034E+04	9.8666E-17	2.0500E-17
1.7185E+04	9.2920E-17	2.0500E-17
1.7335E+04	9.1120E-17	2.0500E-17
1.7486E+04	9.8222E-17	2.0500E-17
1.7637E+04	9.6227E-17	2.0500E-17
1.7787E+04	9.4493E-17	2.0500E-17
1.7938E+04	8.0370E-17	2.0500E-17
1.8088E+04	8.2829E-17	2.0500E-17
1.8239E+04	7.7044E-17	2.0500E-17
1.8390E+04	9.5285E-17	2.0500E-17
1.8540E+04	1.0638E-16	2.0500E-17
1.8691E+04	1.1302E-16	2.0500E-17
1.8842E+04	1.0849E-16	2.0500E-17
1.8992E+04	1.1537E-16	2.0500E-17
1.9143E+04	1.2503E-16	2.0500E-17
1.9293E+04	1.1836E-16	2.0500E-17
1.9444E+04	1.1782E-16	2.0500E-17
1.9595E+04	1.1555E-16	2.0500E-17
1.9745E+04	1.4144E-16	2.0500E-17
1.9896E+04	1.5544E-16	2.0500E-17
